Reviewer,Title,IC1,RQ1 - Analogy Generation Method,RQ2.1 - Evaluation Method,RQ2.2 - Strength/Weakness of Analogy Generation,RQ2.3 - Strength/Weakness of Analogy Evaluation,RQ3.1 - Generation Challenges,RQ3.2 - Evaluation Challenges,EC1,EC5,EC6,Decision,CrossCheck Result,Metaphor Or Analogy,Comment,,,,,Textual Or Visual,,,,,,,,
R3,An Expectation-Realization Model for Metaphor Detection,False,False,False,False,False,False,False,False,False,False,Reject,,,Workshop,,,,,,,,,,,,,
R3,A {Computational} {System} of {Metaphor} {Generation} with {Evaluation} {Mechanism},False,True,True,False,False,False,False,False,False,False,Accept,,Metaphor,,,,,,,,,,,,,,
R3,{CLCL}: Non-compositional Expression Detection with Contrastive Learning and Curriculum Learning,False,False,False,False,False,False,False,False,False,False,Reject,,,metaphor detection not generation,,,,,,,,,,,,,
R3,A neural network for analogical reasoning,False,False,False,False,False,False,False,False,False,False,Uncertain,Accept,Analogy,"not sure if related to generation, but its inference and connectionist model are related to evaluation",,,,,,,,,,,,,
R3,ATAR: Aspect-Based Temporal Analog Retrieval System for Document Archives,False,False,False,False,False,False,False,False,False,False,Reject,,,search only,,,,,,,,,,,,,
R3,Multimodal Chain-of-Thought Prompting for Metaphor Generation,False,True,True,False,False,False,False,False,False,False,Uncertain,Accept,Metaphor,metaphorical linguistic expressions = analogy? (Include for now),,,,,,,,,,,,,
R3,"Propositional &amp; analogical generation of coordinated verbal, visual &amp; musical texts: U. of Wisconsin",False,False,False,False,False,False,False,True,False,False,Reject,,,,,,,,,,,,,,,,
R3,Discriminative Pattern Mining for Natural Language Metaphor Generation,False,True,False,False,False,False,False,False,False,False,Accept,,Metaphor,,,,,,,,,,,,,,
R3,Import2vec: Learning Embeddings for Software Libraries,False,False,False,False,False,False,False,False,False,False,Reject,,,Not related to RQ,,,,,,,,,,,,,
R3,Don`t Just Scratch the Surface: Enhancing Word Representations for {K}orean with Hanja,False,False,False,False,False,False,False,False,False,True,Reject,,,,,,,,,,,,,,,,
R3,Distilling Relation Embeddings from Pretrained Language Models,False,False,False,False,False,False,False,False,False,False,Reject,,,Not related to RQ,,,,,,,,,,,,,
R3,Two-sided hypotheses generation for abductive analogical reasoning,False,False,False,False,False,False,False,False,False,False,Reject,,,Not related to RQ,,,,,,,,,,,,,
R3,DiffCoder: Enhancing Large Language Model on API Invocation via Analogical Code Exercises,False,False,False,False,False,False,False,False,False,False,Reject,,,Not related to RQ,,,,,,,,,,,,,
R3,Gen-Meta: Generating Metaphors Using a Combination of AI Reasoning and Corpus-Based Modeling of Formulaic Expressions,False,True,False,False,False,False,False,False,False,False,Uncertain,Accept,Metaphor,looks like work-in-progress,,,,,,,,,,,,,
R3,The domain theory for requirements engineering,False,False,False,False,False,False,False,False,False,False,Reject,,,Not related to RQ,,,,,,,,,,,,,
R3,Metaphorical User Simulators for Evaluating Task-oriented Dialogue Systems,False,False,False,False,False,False,False,False,False,False,Reject,,,Not related to RQ,,,,,,,,,,,,,
R3,An analogy-based retrieval mechanism for software design reuse,False,False,False,False,False,False,False,False,False,False,Reject,,,Not related to RQ,,,,,,,,,,,,,
R4,Story representation in analogy-based story generation in Riu,True,True,False,True,False,False,False,False,False,False,Accept,,Analogy,,,,,,,,,,,,,,
R4,"Word Embeddings, Analogies, and Machine Learning: Beyond king - man + woman = queen",True,False,False,False,False,False,False,False,True,False,Reject,,,not analogy generation,,,,,,,,,,,,,
R4,Learning by Analogy: Diverse Questions Generation in Math Word Problem,True,True,True,True,False,False,False,False,False,False,Accept,,Analogy,,,,,,,,,,,,,,
R4,A fluid knowledge representation for understanding and generating creative metaphors,True,True,False,False,False,False,False,False,False,False,Reject,, ,metaphor generation,,,,,,,,,,,,,
R4,Present {Causal} {Relationship} {Retrieval} for {Historical} {Analogy},True,False,False,False,False,False,False,False,False,False,Reject,,,searcg algorithm,,,,,,,,,,,,,
R4,Textual Analogy Parsing: What`s Shared and What`s Compared among Analogous Facts,True,False,False,False,False,False,False,False,False,False,Reject,,,,,,,,,,,,,,,,
R4,Construction of a Catchphrase Generator Applying Mechanism of Metaphor Generation,True,True,True,False,False,False,False,False,False,False,Accept,Reject,,metapher generation,,,,,,,,,,,,,
R4,Research at MIT: AI Laboratory,False,False,False,False,False,False,False,False,False,False,Uncertain,Reject,,only one page,,,,,,,,,,,,,
R4,Augmenting Scientific Creativity with an Analogical Search Engine,True,False,False,False,False,False,False,False,False,False,Reject,,,analogical search not generation,,,,,,,,,,,,,
R4,Chinese Analogy Search Considering Multi Relations,True,False,False,False,False,False,False,False,False,False,Reject,,,not analogy generation,,,,,,,,,,,,,
R4,A {Neural} {Network} {Model} of {Metaphor} {Generation} with {Dynamic} {Interaction},True,True,True,False,False,False,False,False,False,False,Accept,,Metaphor,generates understandable metaphor,,,,,,,,,,,,,
R4,Saussurian analogy: a theoretical account and its application,True,True,False,False,False,False,False,False,False,False,Accept,,Analogy,linguislique generation,,,,,,,,,,,,,
R4,Elaborating analogies from conceptual models,True,False,False,False,False,False,False,False,False,False,Reject,,,,,,,,,,,,,,,,
R4,The Word Analogy Testing Caveat,True,False,True,False,True,False,False,False,False,False,Accept,,Other,,,,,,,,,,,,,,
R4,Conceptual Metaphor Theory Guides GANs for Generating Metaphors and Interpretations,True,True,True,False,False,False,False,False,False,False,Accept,,Metaphor,,,,,,,,,,,,,,
R4,Visual analogy: {Viewing} analogical retrieval and mapping as constraint satisfaction problems,True,True,False,False,False,False,False,False,False,False,Uncertain,Accept,Analogy,Analogy retrieval and mapping in visual reasoning,,,,,,,,,,,,,
R4,Analogy retrieval and processing with distributed vector representations,True,True,False,True,False,False,False,False,False,False,Accept,,Analogy,,,,,,,,,,,,,,
R4,A functional-analytic model of analogy using the {Relational} {Evaluation} {Procedure},True,False,False,False,False,False,False,False,False,False,Reject,,,,,,,,,,,,,,,,
R4,MetaCLUE: Towards Comprehensive Visual Metaphors Research,False,False,False,False,False,False,False,False,False,False,Uncertain,Accept,Metaphor,"metaphor classification, localization, understanding (retrieval, question answering, captioning) and generation (text-to-image synthesis) tasks",,,,,,,,,,,,,
R4,A review and comparison of methods for determining the best analogies in analogy-based software effort estimation,True,False,False,False,False,False,False,False,False,False,Reject,,,,,,,,,,,,,,,,
R4,Tree analogical learning. Application in {NLP},True,False,False,False,False,False,False,False,False,False,Uncertain,Reject,,predict prosody in speech synthesis.,,,,,,,,,,,,,
R4,Analogy-driven 3D style transfer,True,False,False,False,False,False,False,False,False,False,Reject,,,,,,,,,,,,,,,,
R4,Opening the Analogical Portal to Explainability: Can Analogies Help Laypeople in AI-assisted Decision Making?,True,False,False,False,False,False,False,False,False,False,Uncertain,Reject,,analogy-based explanation generation method（by crowdsourcing）,,,,,,,,,,,,,
R4,{A}nalogy-Guided Evolutionary Pretraining of Binary Word Embeddings,True,False,False,False,False,False,False,False,False,False,Reject,,,generate embedding,,,,,,,,,,,,,
R4,Cross domain similarity mining: research issues and potential applications including supporting research by analogy,True,False,False,False,False,False,False,False,False,False,Reject,,,,,,,,,,,,,,,,
R4,Transparently-motivated metaphor generation,True,True,False,True,False,False,False,False,False,False,Accept,,Metaphor,generating transparently-motivated metaphors,,,,,,,,,,,,,
R4,Structural Analogy from a Single Image Pair,True,False,False,False,False,False,False,False,False,False,Uncertain,Accept,,generate image?,,,,,,,,,,,,,
R4,{\textquotedblleft}Deep{\textquotedblright} Learning : Detecting Metaphoricity in Adjective-Noun Pairs,True,False,False,False,False,False,False,False,False,False,Reject,,,,,,,,,,,,,,,,
R4,Metaphoria: An Algorithmic Companion for Metaphor Creation,True,True,True,True,True,False,False,False,False,False,Accept,,Metaphor,,,,,,,,,,,,,,
R4,An {Analogous} {Review} of the {Challenges} and {Endeavor} in {Suspense} {Story} {Generation} {Technique},True,False,False,False,False,False,False,False,False,False,Reject,,,,,,,,,,,,,,,,
,{P}arallel{PARC}: A Scalable Pipeline for Generating Natural-Language Analogies,True,True,True,False,False,False,False,False,False,False,Accept,,Analogy,,,,,,,,,,,,,,
,{MERMAID}: Metaphor Generation with Symbolism and Discriminative Decoding,True,True,False,False,False,False,False,False,False,False,Accept,,Metaphor,,,,,,,,,,,,,,
,{ANALOGYKB}: Unlocking Analogical Reasoning of Language Models with A Million-scale Knowledge Base,True,True,False,False,False,False,False,False,False,False,Accept,,Analogy,,,,,,,,,,,,,,
,{ANALOGICAL} - A Novel Benchmark for Long Text Analogy Evaluation in Large Language Models,True,False,True,False,False,False,True,False,False,False,Uncertain,Accept,Analogy,,,,,,,,,,,,,,
,{A}na{DE}1.0: A Novel Data Set for Benchmarking Analogy Detection and Extraction,True,True,True,False,False,False,False,False,False,False,Accept,,Analogy,,,,,,,,,,,,,,
,Fluid Transformers and Creative Analogies: Exploring Large Language Models’ Capacity for Augmenting Cross-Domain Analogical Creativity,True,True,True,False,False,False,False,False,False,False,Accept,,Analogy,,,,,,,,,,,,,,
,CAM: A Large Language Model-based Creative Analogy Mining Framework,True,True,True,False,False,False,False,False,False,False,Accept,,Analogy,,,,,,,,,,,,,,
,"Analogy, Deduction and Learning",True,True,True,False,False,False,False,False,False,False,Accept,,Analogy,,,,,,,,,,,,,,
,{S}tory{A}nalogy: Deriving Story-level Analogies from Large Language Models to Unlock Analogical Understanding,True,True,True,True,False,False,False,False,False,False,Accept,,Analogy,,,,,,,,,,,,,,
,Analogy Generation by Prompting Large Language Models: A Case Study of {I}nstruct{GPT},True,True,True,False,False,False,False,False,False,False,Accept,,Analogy,,,,,,,,,,,,,,
,Long-Form Analogy Evaluation Challenge,True,False,True,False,True,False,True,False,False,False,Accept,,Analogy,,,,,,,,,,,,,,
,The latent relation mapping engine: algorithm and experiments,True,True,True,False,False,False,False,False,False,False,Accept,,Analogy,,,,,,,,,,,,,,
,Metaphor Generation with Conceptual Mappings,True,True,False,False,False,False,False,False,False,False,Accept,,Metaphor,,,,,,,,,,,,,,
,Learning and reasoning by analogy,True,True,False,False,False,False,False,False,False,False,Accept,,Analogy,,,,,,,,,,,,,,
,Abstraction and analogy-making in artificial intelligence,True,True,False,False,False,False,False,False,False,False,Accept,,Analogy,,,,,,,,,,,,,,
,Temporal Analog Retrieval using Transformation over Dual Hierarchical Structures,True,True,False,False,False,False,False,False,False,False,Accept,,Analogy,,,,,,,,,,,,,,
,A supervised ranking approach for detecting relationally similar word pairs,True,True,False,False,False,False,False,False,False,False,Accept,,NA,,,,,,,,,,,,,,
,Knowledge element analogy relation recognition using text and graph structure,True,False,True,False,False,False,False,False,False,False,Accept,,Analogy,,,,,,,,,,,,,,
,Generating analogical natural language object descriptions,True,True,False,False,False,False,False,False,False,False,Accept,,Analogy,,,,,,,,,,,,,,
,{BAHP}: Benchmark of Assessing Word Embeddings in Historical {P}ortuguese,True,False,False,False,False,False,False,False,False,True,Reject,,31,,,,,,,,,,,,,,
,Subword-level Word Vector Representations for {K}orean,True,False,False,False,False,False,False,False,False,True,Reject,,,,,,,,,,,,,,,,
,Intrinsic Evaluation of Bangla Word Embeddings,True,False,False,False,False,False,False,False,False,True,Reject,,,,,,,,,,,,,,,,
,Metaphor Detection for Low Resource Languages: From Zero-Shot to Few-Shot Learning in {M}iddle {H}igh {G}erman,True,False,False,False,False,False,False,False,False,True,Reject,,,,,,,,,,,,,,,,
,Inference Retrieval-Augmented Multi-Modal Chain-of-Thoughts Reasoning for Language Models,True,False,False,False,False,False,False,False,False,True,Reject,,,,,,,,,,,,,,,,
,{TPPMI} - a Temporal Positive Pointwise Mutual Information Embedding of Words,False,False,False,False,False,False,False,False,False,True,Reject,,,,,,,,,,,,,,,,
,Embedding wikipedia title based on its wikipedia text and categories,False,False,False,False,False,False,False,False,False,True,Reject,,,,,,,,,,,,,,,,
,isiZulu Word Embeddings,False,False,False,False,False,False,False,False,False,True,Reject,,,,,,,,,,,,,,,,
,SIMILARITY-BASED RETRIEVAL WITH STRUCTURE-SENSITIVE SPARSE BINARY DISTRIBUTED REPRESENTATIONS,False,False,False,False,False,False,False,False,False,True,Reject,,,,,,,,,,,,,,,,
,SAT Based Analogy Evaluation Framework For Persian Word Embeddings,False,False,False,False,False,False,False,False,False,True,Reject,,,,,,,,,,,,,,,,
