Reviewer,Title,IC1,RQ1 - Analogy Generation Method,RQ2.1 - Evaluation Method,RQ2.2 - Strength/Weakness of Analogy Generation,RQ2.3 - Strength/Weakness of Analogy Evaluation,RQ3.1 - Generation Challenges,RQ3.2 - Evaluation Challenges,EC1,EC5,EC6,Decision,CrossCheck Result,Metaphor Or Analogy,Comment,,,,,Textual Or Visual,,,,,,,,
R2,Sentence Analogies: Linguistic Regularities in Sentence Embeddings,True,False,False,False,False,False,False,False,False,True,Reject,,,Using analogy as part of LLM evaluation suite,,,,,,,,,,,,,
R2,SOLVENT: A Mixed Initiative System for Finding Analogies between Research Papers,True,False,False,False,False,False,False,False,False,True,Reject,,,Using analogy retrieval in application,,,,,,,,,,,,,
R2,The logical art of writing useful comparisons,True,True,False,False,False,False,False,True,False,True,Reject,,,Analogy generation,,,,,,,,,,,,,
R2,The MorPhEMe Machine: An Addressable Neural Memory for Learning Knowledge-Regularized Deep Contextualized Chinese Embedding,True,False,False,False,False,False,False,False,False,True,Reject,,,How to build better embedding,,,,,,,,,,,,,
R1,Distributional Semantics Beyond Words: Supervised Learning of Analogy and Paraphrase,True,False,False,False,False,False,False,False,False,False,Reject,,,measuring relational  similarity ,,,,,,,,,,,,,
R1,Behaviour combination through analogy,True,True,False,True,False,False,False,False,False,False,Accept,Reject,,,,,,,,,,,,,,,
R1,Efficient Analogy Completion with Word Embedding Clusters,True,False,False,False,False,False,False,False,False,False,Reject,,,,,,,,,,,,,,,,
R1,Proteus: Visuospatial analogy in problem-solving,True,True,False,True,False,False,False,False,False,False,Accept,,Analogy,,,,,,,,,,,,,,
R1,From Cases to Rules and Vice Versa: Robust Practical Parsing With Analogy,True,False,False,False,False,False,False,False,False,True,Uncertain,Reject,,Use an analogy-based parsing to achieve goals out of our domain,,,,,,,,,,,,,
R1,DeepHashDetection: Adversarial Example Detection Basedon Similarity Image Retrieval,True,False,False,False,False,False,False,False,False,False,Reject,,,,,,,,,,,,,,,,
R1,Design-by-analogy: experimental evaluation of a functional analogy search methodology for concept generation improvement,True,True,False,True,False,False,False,False,False,False,Accept,Reject,,,,,,,,,,,,,,,
R1,Assessing the Lexico-Semantic Relational Knowledge Captured by Word and Concept Embeddings,True,False,False,False,False,False,False,False,False,False,Uncertain,Reject,Other,embedding,,,,,,,,,,,,,
R1,Can Network Embedding of Distributional Thesaurus Be Combined with Word Vectors for Better Representation?,False,False,False,False,False,False,False,False,False,False,Reject,,,,,,,,,,,,,,,,
R1,Expert representation of design repository space: A comparison to and validation of algorithmic output,False,False,False,False,False,False,False,False,False,False,Reject,,,,,,,,,,,,,,,,
R1,{M}ulti{S}eg: Parallel Data and Subword Information for Learning Bilingual Embeddings in Low Resource Scenarios,False,False,False,False,False,False,False,False,False,False,Reject,,,,,,,,,,,,,,,,
R1,Improving subword embeddings in large language models using morphological information,False,False,False,False,False,False,False,False,False,False,Reject,,,,,,,,,,,,,,,,
R1,Skip-Gram {\ensuremath{-}} {Z}ipf + Uniform = Vector Additivity,False,True,False,False,False,False,False,False,False,True,Uncertain,Reject,,Word embedding technique that uses word analogy as evaluation benchmark,,,,,,,,,,,,,
R1,Can language models learn analogical reasoning? Investigating training objectives and comparisons to human performance,False,False,False,False,False,False,False,False,False,True,Uncertain,Reject,,An experiment paper that tries to evaluate LM's analogical reasoning ability,,,,,,,,,,,,,
R3,Research on a {Novel} {Analogical} {Reasoning} {Method} for {Biomimetic} {Concept} {Generation},False,False,False,False,False,False,False,False,False,False,,,,CANNOT ACCESS PAPER,,,,,,,,,,,,,
R3,Auditory presentation leads to better analogical retrieval than written presentation,False,False,False,False,False,False,False,False,False,False,Reject,,,??? EC4. Shouldn't be here.,,,,,,,,,,,,,
R3,{IMAGINATOR}: Pre-Trained {I}mage+{T}ext Joint Embeddings using Word-Level Grounding of Images,False,False,False,False,False,False,False,False,False,True,Reject,,,Not related to analogy generation,,,,,,,,,,,,,
R3,The Use of Analogical Reasoning in Similar Judicial Cases Retrieval System,False,False,False,False,False,False,False,False,False,False,Reject,,,no analogy generation,,,,,,,,,,,,,
R3,A computational model for visual conceptual blends,False,False,False,False,False,False,False,False,False,True,Uncertain,Reject,,visual analogy,,,,,,,,,,,,,
R3,Mining Analogical Libraries in Q&A Discussions -- Incorporating Relational and Categorical Knowledge into Word Embedding,False,False,False,False,False,False,False,False,False,True,Reject,,,"provide analogical-libraries recommendations, not analogy generation",,,,,,,,,,,,,
R3,Cross-Language Latent Relational Search between Japanese and English Languages Using a Web Corpus,False,False,False,False,False,False,False,False,False,False,Reject,,,"Mainly for search, not generation. Main contributoin in cross-language.",,,,,,,,,,,,,
R3,AnalogiLead: Improving Selection of Analogical Inspirations with Chunking and Recombination,False,True,False,False,False,False,False,True,False,False,Uncertain,Reject,,"not a high quality (complete) paper, looks like work-in-progress",,,,,,,,,,,,,
R3,ATAR: Aspect-Based Temporal Analog Retrieval System for Document Archives,False,False,False,False,False,False,False,False,False,False,Reject,,,search only,,,,,,,,,,,,,
R3,"Propositional &amp; analogical generation of coordinated verbal, visual &amp; musical texts: U. of Wisconsin",False,False,False,False,False,False,False,True,False,False,Reject,,,,,,,,,,,,,,,,
R3,Import2vec: Learning Embeddings for Software Libraries,False,False,False,False,False,False,False,False,False,False,Reject,,,Not related to RQ,,,,,,,,,,,,,
R3,Don`t Just Scratch the Surface: Enhancing Word Representations for {K}orean with Hanja,False,False,False,False,False,False,False,False,False,True,Reject,,,,,,,,,,,,,,,,
R3,Distilling Relation Embeddings from Pretrained Language Models,False,False,False,False,False,False,False,False,False,False,Reject,,,Not related to RQ,,,,,,,,,,,,,
R3,Two-sided hypotheses generation for abductive analogical reasoning,False,False,False,False,False,False,False,False,False,False,Reject,,,Not related to RQ,,,,,,,,,,,,,
R3,DiffCoder: Enhancing Large Language Model on API Invocation via Analogical Code Exercises,False,False,False,False,False,False,False,False,False,False,Reject,,,Not related to RQ,,,,,,,,,,,,,
R3,The domain theory for requirements engineering,False,False,False,False,False,False,False,False,False,False,Reject,,,Not related to RQ,,,,,,,,,,,,,
R3,Metaphorical User Simulators for Evaluating Task-oriented Dialogue Systems,False,False,False,False,False,False,False,False,False,False,Reject,,,Not related to RQ,,,,,,,,,,,,,
R3,An analogy-based retrieval mechanism for software design reuse,False,False,False,False,False,False,False,False,False,False,Reject,,,Not related to RQ,,,,,,,,,,,,,
R4,"Word Embeddings, Analogies, and Machine Learning: Beyond king - man + woman = queen",True,False,False,False,False,False,False,False,True,False,Reject,,,not analogy generation,,,,,,,,,,,,,
R4,Present {Causal} {Relationship} {Retrieval} for {Historical} {Analogy},True,False,False,False,False,False,False,False,False,False,Reject,,,searcg algorithm,,,,,,,,,,,,,
R4,Textual Analogy Parsing: What`s Shared and What`s Compared among Analogous Facts,True,False,False,False,False,False,False,False,False,False,Reject,,,,,,,,,,,,,,,,
R4,Research at MIT: AI Laboratory,False,False,False,False,False,False,False,False,False,False,Uncertain,Reject,,only one page,,,,,,,,,,,,,
R4,Augmenting Scientific Creativity with an Analogical Search Engine,True,False,False,False,False,False,False,False,False,False,Reject,,,analogical search not generation,,,,,,,,,,,,,
R4,Chinese Analogy Search Considering Multi Relations,True,False,False,False,False,False,False,False,False,False,Reject,,,not analogy generation,,,,,,,,,,,,,
R4,Elaborating analogies from conceptual models,True,False,False,False,False,False,False,False,False,False,Reject,,,,,,,,,,,,,,,,
R4,A functional-analytic model of analogy using the {Relational} {Evaluation} {Procedure},True,False,False,False,False,False,False,False,False,False,Reject,,,,,,,,,,,,,,,,
R4,A review and comparison of methods for determining the best analogies in analogy-based software effort estimation,True,False,False,False,False,False,False,False,False,False,Reject,,,,,,,,,,,,,,,,
R4,Tree analogical learning. Application in {NLP},True,False,False,False,False,False,False,False,False,False,Uncertain,Reject,,predict prosody in speech synthesis.,,,,,,,,,,,,,
R4,Analogy-driven 3D style transfer,True,False,False,False,False,False,False,False,False,False,Reject,,,,,,,,,,,,,,,,
R4,Opening the Analogical Portal to Explainability: Can Analogies Help Laypeople in AI-assisted Decision Making?,True,False,False,False,False,False,False,False,False,False,Uncertain,Reject,,analogy-based explanation generation method（by crowdsourcing）,,,,,,,,,,,,,
R4,{A}nalogy-Guided Evolutionary Pretraining of Binary Word Embeddings,True,False,False,False,False,False,False,False,False,False,Reject,,,generate embedding,,,,,,,,,,,,,
R4,Cross domain similarity mining: research issues and potential applications including supporting research by analogy,True,False,False,False,False,False,False,False,False,False,Reject,,,,,,,,,,,,,,,,
R4,An {Analogous} {Review} of the {Challenges} and {Endeavor} in {Suspense} {Story} {Generation} {Technique},True,False,False,False,False,False,False,False,False,False,Reject,,,,,,,,,,,,,,,,
,{BAHP}: Benchmark of Assessing Word Embeddings in Historical {P}ortuguese,True,False,False,False,False,False,False,False,False,True,Reject,,1,,,,,,,,,,,,,,
,Subword-level Word Vector Representations for {K}orean,True,False,False,False,False,False,False,False,False,True,Reject,,,,,,,,,,,,,,,,
,Intrinsic Evaluation of Bangla Word Embeddings,True,False,False,False,False,False,False,False,False,True,Reject,,,,,,,,,,,,,,,,
,Inference Retrieval-Augmented Multi-Modal Chain-of-Thoughts Reasoning for Language Models,True,False,False,False,False,False,False,False,False,True,Reject,,,,,,,,,,,,,,,,
,{TPPMI} - a Temporal Positive Pointwise Mutual Information Embedding of Words,False,False,False,False,False,False,False,False,False,True,Reject,,,,,,,,,,,,,,,,
,Embedding wikipedia title based on its wikipedia text and categories,False,False,False,False,False,False,False,False,False,True,Reject,,,,,,,,,,,,,,,,
,isiZulu Word Embeddings,False,False,False,False,False,False,False,False,False,True,Reject,,,,,,,,,,,,,,,,
,SIMILARITY-BASED RETRIEVAL WITH STRUCTURE-SENSITIVE SPARSE BINARY DISTRIBUTED REPRESENTATIONS,False,False,False,False,False,False,False,False,False,True,Reject,,,,,,,,,,,,,,,,
,SAT Based Analogy Evaluation Framework For Persian Word Embeddings,False,False,False,False,False,False,False,False,False,True,Reject,,,,,,,,,,,,,,,,
,Boosting Scientific Concepts Understanding: Can Analogy from Teacher Models Empower Student Models?,False,False,False,False,False,False,False,False,False,True,Reject,,,,,,,,,,,,,,,,
,"""Bee and I need diversity!"" Break Filter Bubbles in Recommendation Systems through Embodied AI Learning",False,False,False,False,False,False,False,False,False,True,Reject,,,,,,,,,,,,,,,,
,Investigating Sub-Word Embedding Strategies for the Morphologically Rich and Free Phrase-Order {H}ungarian,False,False,False,False,False,False,False,False,False,True,Reject,,,,,,,,,,,,,,,,
,Linguistic features in Turkish word representations,False,False,False,False,False,False,False,False,False,True,Reject,,,,,,,,,,,,,,,,
,Evaluation of {G}reek Word Embeddings,False,False,False,False,False,False,False,False,False,True,Reject,,,,,,,,,,,,,,,,
,Procedural meaning representation by connotative dependency structures: an empirical approach to word semantics for analogical inferencing,False,False,False,False,False,False,False,False,False,True,Reject,,,,,,,,,,,,,,,,
,{K}nowledge{P}rompts: Exploring the Abilities of Large Language Models to Solve Proportional Analogies via Knowledge-Enhanced Prompting,False,False,False,False,False,False,False,False,False,True,Reject,,,,,,,,,,,,,,,,
,Embeddings models for Buddhist {S}anskrit,False,False,False,False,False,False,False,False,False,True,Reject,,,,,,,,,,,,,,,,
,Integrating and Evaluating Neural Word Embeddings in Information Retrieval,False,False,False,False,False,False,False,False,False,True,Reject,,,,,,,,,,,,,,,,
,Improving Word Embeddings Using Kernel {PCA},False,False,False,False,False,False,False,False,False,True,Reject,,,,,,,,,,,,,,,,
,"Towards {B}engali Word Embedding: Corpus Creation, Intrinsic and Extrinsic Evaluations",False,False,False,False,False,False,False,False,False,True,Reject,,,,,,,,,,,,,,,,
,Word Embedding Evaluation for {S}inhala,False,False,False,False,False,False,False,False,False,True,Reject,,,,,,,,,,,,,,,,
,Enriching Word Vectors with Subword Information,False,False,False,False,False,False,False,False,False,True,Reject,,,,,,,,,,,,,,,,
,,,,,,,,,,,44,,,,,,,,,,,,,,,,,
